Ticker,close,date,high,low,month,open,volume
ULTRACEMCO,8381.45,11/1/2023 5:30,8445.0,8370.1,2023-11,8440.0,209234
ULTRACEMCO,8459.0,11/2/2023 5:30,8473.2,8374.95,2023-11,8385.5,200590
ULTRACEMCO,8522.6,11/3/2023 5:30,8530.0,8436.0,2023-11,8475.0,243686
ULTRACEMCO,8640.95,11/6/2023 5:30,8650.0,8521.2,2023-11,8539.0,194715
ULTRACEMCO,8685.75,11/7/2023 5:30,8695.0,8582.55,2023-11,8640.95,206360
ULTRACEMCO,8698.85,11/8/2023 5:30,8719.15,8652.85,2023-11,8689.0,132370
ULTRACEMCO,8627.05,11/9/2023 5:30,8719.0,8617.75,2023-11,8685.0,128138
ULTRACEMCO,8710.85,11/10/2023 5:30,8729.95,8588.6,2023-11,8591.05,149939
ULTRACEMCO,8711.1,11/12/2023 5:30,8745.0,8678.35,2023-11,8730.0,13691
ULTRACEMCO,8677.4,11/13/2023 5:30,8723.8,8660.0,2023-11,8711.1,64412
ULTRACEMCO,8766.9,11/15/2023 5:30,8815.75,8695.25,2023-11,8709.0,192348
ULTRACEMCO,8775.05,11/16/2023 5:30,8811.7,8700.0,2023-11,8789.6,233428
ULTRACEMCO,8790.95,11/17/2023 5:30,8869.6,8771.65,2023-11,8785.0,151817
ULTRACEMCO,8661.5,11/20/2023 5:30,8815.2,8651.1,2023-11,8800.0,174311
ULTRACEMCO,8708.35,11/21/2023 5:30,8737.9,8664.8,2023-11,8664.8,183507
ULTRACEMCO,8759.9,11/22/2023 5:30,8775.0,8612.25,2023-11,8734.0,325320
ULTRACEMCO,8605.25,11/23/2023 5:30,8767.0,8590.0,2023-11,8750.0,344271
ULTRACEMCO,8556.2,11/24/2023 5:30,8655.0,8545.05,2023-11,8638.0,197278
ULTRACEMCO,8726.5,11/28/2023 5:30,8735.5,8588.25,2023-11,8638.0,343335
ULTRACEMCO,8732.75,11/29/2023 5:30,8790.0,8692.0,2023-11,8759.9,207727
ULTRACEMCO,9003.65,11/30/2023 5:30,9019.15,8763.45,2023-11,8776.55,1025481
ULTRACEMCO,9033.85,12/1/2023 5:30,9163.4,8972.0,2023-12,9103.8,353015
ULTRACEMCO,9317.75,12/4/2023 5:30,9340.8,9086.15,2023-12,9150.0,473570
ULTRACEMCO,9329.75,12/5/2023 5:30,9400.0,9243.15,2023-12,9321.0,448461
ULTRACEMCO,9213.0,12/6/2023 5:30,9347.95,9129.55,2023-12,9329.75,308912
ULTRACEMCO,9354.55,12/7/2023 5:30,9381.0,9236.15,2023-12,9266.0,346830
ULTRACEMCO,9413.55,12/8/2023 5:30,9431.65,9341.15,2023-12,9378.3,311761
ULTRACEMCO,9670.9,12/11/2023 5:30,9730.0,9400.0,2023-12,9414.0,588082
ULTRACEMCO,9863.5,12/12/2023 5:30,9961.15,9635.05,2023-12,9702.45,1060266
ULTRACEMCO,9739.15,12/13/2023 5:30,10043.0,9676.8,2023-12,9899.95,1501931
ULTRACEMCO,9963.3,12/14/2023 5:30,9990.0,9777.0,2023-12,9830.0,710415
ULTRACEMCO,10029.5,12/15/2023 5:30,10059.5,9900.65,2023-12,10000.0,439516
ULTRACEMCO,9970.35,12/18/2023 5:30,10028.0,9941.75,2023-12,10028.0,266562
ULTRACEMCO,10017.1,12/19/2023 5:30,10050.0,9953.0,2023-12,9970.35,675166
ULTRACEMCO,9887.45,12/20/2023 5:30,10128.0,9858.15,2023-12,10027.0,501448
ULTRACEMCO,9954.45,12/21/2023 5:30,9985.0,9824.85,2023-12,9881.0,216730
ULTRACEMCO,9969.0,12/22/2023 5:30,9999.0,9902.0,2023-12,9987.0,226940
